366.62,247.62,716.74,84.042,298.94,0.058835,0.22431,0.72993,6.9739,15.45,0.35,7.0875,0.45102,1.2,0,0.40833,11.571,0.9216,17.357,69.973,176.08,136.77,277.74,1.8957,5.2978,-3.7417,2.6763,0.74497,1.7337,-1.982,-0.046728,0.77665,3.1996,-0.66242,0.82836,0.55817,1.4398,-1.1511,0.17079,0.37619,1.423,-0.59445,0.28427,0.52177,1.0765,-1.0648,-0.15565,0.54514,0.99079,-1.3942,-0.32505,0.38632,0.84136,-0.93498,0.0023554,0.29887,0.72475,-0.60713,0.029201,0.3359,0.78221,-0.83867,0.10954,0.22091,0.3659,-0.66905,-0.10627,0.29227,0.53703,-1.2677,-0.07863,0.80704,2.6763,-0.32505,0.28238
252.19,188.68,687.87,84.804,138.95,0.083482,0.27914,1.1009,6.364,17.95,8.95,13.45,0.14142,0.55,0.35,0.45,29.889,0.96763,29.889,71.744,138.77,150.3,222.46,1.7101,5.3525,-2.251,2.4736,0.80461,2.5526,-1.5508,0.2448,1.1308,3.8933,-0.81758,1.0294,0.67503,1.5254,-1.1823,0.26841,0.32304,1.1947,-0.3725,0.34972,0.47226,0.94372,-1.2866,-0.018818,0.4081,0.72871,-1.1163,-0.23849,0.30281,0.5162,-0.9115,-0.051625,0.31713,0.7926,-0.7371,-0.028455,0.29953,0.67259,-0.50434,-0.0080633,0.27326,0.80055,-0.73143,-0.035486,0.26005,0.4823,-1.1028,-0.091931,0.75317,2.4736,-0.23849,0.32442
341.1,253.25,729.2,86.557,144.91,0.076981,0.26809,0.68966,0,27.95,27.95,27.95,0.56569,1.55,0.75,1.15,12.152,0.92397,24.304,70.611,161.98,161.46,263.81,1.9188,5.3462,-2.4221,2.7263,0.96415,2.4493,-1.9155,0.098116,0.78549,2.9852,-0.55436,0.72642,0.60718,1.2038,-1.5721,0.017572,0.36466,1.2209,-0.78907,0.27462,0.57268,1.2073,-1.2479,0.093454,0.57378,0.80834,-1.4732,-0.24012,0.33629,0.8624,-0.75623,-0.077541,0.31215,1.1102,-0.80427,0.073042,0.32986,1.0056,-0.72,0.039207,0.29452,0.38097,-0.77229,-0.11653,0.23337,0.50289,-0.53098,-0.040628,0.80203,2.7263,-0.24012,0.29782
183.38,128.52,562.87,99.447,130.28,0.068644,0.23234,1.1152,16.997,40.75,0.2,11.9,0.17224,0.65,0.25,0.48333,20.517,0.95353,24.621,65.467,179.63,406.65,689.56,2.004,5.2177,-3.6314,2.0843,0.84706,3.0213,-1.4732,0.44939,0.89415,3.4293,-0.95241,0.95655,0.58939,1.7867,-1.3109,0.21024,0.39662,1.3787,-0.81929,0.31351,0.47602,1.21,-1.0074,0.026603,0.49603,0.86606,-1.6984,-0.23327,0.29659,0.70911,-1.0877,-0.099594,0.24065,0.64181,-0.70693,0.066117,0.30277,0.80391,-0.74542,-0.098546,0.28222,0.79298,-0.90951,-0.16634,0.21311,0.75091,-0.58682,0.0033999,0.65243,2.0843,-0.23327,0.29269
157.78,90.679,496.89,92.622,134.28,0.11156,0.28474,0.99291,0,0.7,0.7,0.7,0.21213,0.3,0,0.15,2.3333,0.99138,4.6667,47.497,98.946,285.89,409.39,2.1095,5.4379,-3.2469,2.6143,0.75788,2.303,-1.3994,0.53928,0.79021,3.5497,-1.0409,0.85796,0.46295,1.4946,-1.5019,0.31905,0.37566,1.2773,-0.61605,0.2996,0.55776,1.4189,-1.0106,0.27387,0.51772,0.86156,-1.3847,-0.12344,0.26373,0.73347,-0.74889,-0.13014,0.28375,0.73572,-0.81049,0.11796,0.23883,0.6114,-0.68492,-0.15568,0.27291,0.56827,-0.85727,-0.27072,0.27904,0.74976,-0.73083,-0.01733,0.78123,2.6143,-0.27072,0.3604
178.18,131.2,532.34,91.389,125.61,0.080205,0.22771,0.92308,6.5761,23.35,14.05,18.7,0.15811,0.35,0,0.15,62.333,0.98718,124.67,57.152,157.97,302.7,519.57,2.1594,5.7959,-3.3565,2.2563,0.7305,2.3216,-1.7104,0.1692,0.99392,3.8656,-0.76167,1.3634,0.53299,2.0304,-0.96208,0.37042,0.35027,1.3041,-0.58527,0.31835,0.53759,1.2144,-1.0347,-0.046985,0.58198,1.1529,-1.6552,-0.12788,0.35148,0.97649,-0.67753,0.10409,0.32534,0.77557,-0.80833,0.024418,0.28328,0.73619,-0.86871,-0.093945,0.29858,0.50804,-0.92848,-0.18314,0.23481,0.55934,-0.61681,-0.028742,0.73063,2.2563,-0.18314,0.34379
172.99,138.95,614.3,89.805,117.63,0.070899,0.2241,0.96257,12.233,37.55,20.25,28.9,0.035355,0.1,0.05,0.075,385.33,0.99741,385.33,76.424,174.5,292.59,563.86,1.9257,5.3209,-3.7245,2.5905,0.91094,2.5397,-1.3896,0.40737,0.95225,3.5805,-0.99621,0.81083,0.56264,1.6618,-1.2602,0.088642,0.37652,1.613,-0.37673,0.42479,0.46899,0.99096,-1.2767,-0.19825,0.43267,0.83353,-1.1958,-0.24764,0.31602,1.0386,-0.67533,0.024125,0.29278,0.91787,-0.66128,0.015147,0.35572,0.85847,-0.80299,0.054014,0.28518,0.79475,-0.96663,-0.1573,0.21241,0.61285,-0.67325,-0.066255,0.77965,2.5905,-0.24764,0.31216
226.63,187.98,699.68,94.653,135.42,0.073294,0.22888,1.25,10.719,28.15,6.6,17.388,0.42515,1.15,0.05,0.47,29.596,0.96732,36.995,99.934,253.57,327.24,563.85,1.955,5.5748,-2.4456,2.8772,0.79229,2.5995,-1.916,0.30852,0.91349,3.5799,-1.296,0.69133,0.60197,1.4364,-1.498,0.10311,0.44319,1.8771,-0.7323,0.27177,0.58911,1.5482,-1.2681,0.026334,0.47094,1.0922,-1.1421,-0.17459,0.38196,1.0645,-1.1708,-0.062319,0.34551,0.97026,-0.71183,0.10846,0.29966,1.0107,-0.7889,-0.040707,0.31063,0.8029,-0.88484,-0.090471,0.24181,0.6012,-0.78538,-0.11564,0.83864,2.8772,-0.17459,0.32525
151.31,81.027,467.42,91.325,128.06,0.07476,0.23184,0.98592,12.198,32.05,14.8,23.425,0.29297,1.65,1.1,1.3167,11.861,0.92224,17.791,72.8,163.89,333.12,393.74,1.9711,5.3999,-3.3336,2.5637,0.79694,2.6121,-1.4927,0.33881,0.9821,3.5854,-1.0532,1.1776,0.45523,1.3434,-1.0381,0.32617,0.3836,1.347,-0.79124,0.23334,0.52389,1.2541,-1.2439,0.12597,0.56156,1.0015,-1.5455,-0.15614,0.30708,0.60441,-0.9349,-0.11377,0.28166,0.68583,-0.70755,-0.0068308,0.2448,0.51626,-0.75894,-0.089628,0.27665,0.57904,-0.84089,-0.20471,0.31561,0.60725,-1.1366,-0.077093,0.7938,2.5637,-0.20471,0.34312
216.6,173.51,629.59,95.784,132.6,0.091481,0.29387,0.82192,0,43,43,43,0.45962,0.9,0.25,0.575,37.391,0.97395,74.783,60.07,126.4,324.58,402.96,1.7269,5.2484,-3.0016,2.5492,0.72127,2.8194,-1.087,0.41883,1.021,3.5733,-0.99114,1.2546,0.51681,2.0863,-0.93644,0.42691,0.3877,1.2056,-0.86365,0.1778,0.57714,1.3836,-1.2528,-0.0015861,0.49235,0.90304,-1.5452,-0.16934,0.26598,1.0034,-0.88218,-0.088815,0.28774,0.7109,-0.80657,-0.032646,0.27903,0.7267,-0.8201,-0.09589,0.23513,0.55977,-0.8221,-0.077648,0.23068,0.43579,-0.84694,-0.15377,0.80129,2.5492,-0.16934,0.35063
224.69,174.84,626.49,83.769,147.79,0.07925,0.22722,0.81081,0,42.15,42.15,42.15,0,1.25,1.25,1.25,33.72,0.9712,33.72,77.538,150.12,186.95,311.19,1.774,5.4284,-2.866,2.5442,0.77323,2.7571,-1.2744,0.67123,0.97971,3.1984,-1.2734,1.0507,0.41636,1.7305,-0.29862,0.52859,0.43196,1.7394,-0.81796,0.15729,0.62341,1.2144,-1.3613,-0.19575,0.48374,1.0298,-1.1132,0.022083,0.24987,0.6311,-0.85505,-0.10515,0.2768,0.78654,-0.65394,0.041518,0.29267,0.72953,-0.67953,-0.0025789,0.2605,0.43027,-0.92497,-0.16083,0.23662,0.61145,-0.55522,-0.0082154,0.77982,2.5442,-0.19575,0.37859
210.35,33.714,487.02,154.64,211.18,0.057231,0.26438,0.59259,23.759,33.65,0.05,16.85,0.14142,0.4,0.2,0.3,56.167,0.98251,56.167,57.665,137.1,168.78,300.95,1.773,4.8358,-3.6723,2.0854,0.70888,2.2924,-1.0625,0.58021,0.90682,3.0244,-1.3726,0.54366,0.5422,1.6378,-0.9763,0.33525,0.42487,1.4134,-0.63746,0.38352,0.53811,1.5187,-1.1535,-0.0095219,0.32012,0.74213,-1.0994,0.0508,0.30355,0.75615,-0.72104,-0.01124,0.32137,0.92312,-0.48466,0.1726,0.3393,0.62738,-0.93827,-0.084114,0.25029,0.61728,-0.87169,0.024293,0.26762,0.87269,-0.5305,0.27172,0.58645,2.0854,-0.084114,0.36188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
