259.68,51.729,586.5,220.19,249.58,0.067764,0.2291,0.42328,1.4928,3.9543,-2.3872,1.3869,0.81778,2.1381,-1.6483,0.19467,0.82607,2.6837,-1.9246,0.39839,0.41312,1.3692,-1.0552,0.33712,0.38814,1.3694,-0.53608,0.26799,0.48832,1.4933,-0.80944,0.12861,0.34727,1.2697,-0.6951,0.098855,0.31662,0.68595,-0.98054,-0.054944,0.35532,1.0688,-0.51143,0.19119,0.25161,0.53373,-0.77402,0.0018259,0.23932,0.62612,-0.7541,-0.0065835,0.21087,0.86859,-0.22175,0.24845,0.37947,1.3869,-0.054944,0.26604
244.59,30.969,299.64,193.62,241.91,0.0686,0.19837,0.4119,1.6862,4.4644,-3.3364,1.3215,0.62139,2.1903,-1.2541,0.43096,0.83462,2.4589,-1.2984,0.66269,0.64793,1.5016,-1.8758,0.26077,0.4374,1.4609,-0.72161,0.22787,0.46602,1.2513,-1.0157,0.098224,0.41086,1.2485,-0.84817,0.052429,0.27512,0.67563,-0.8431,-0.12175,0.3185,1.066,-0.53153,0.11148,0.29085,0.9344,-1.1939,-0.10022,0.21939,0.73639,-0.45342,0.069554,0.22043,0.74344,-0.50414,0.054524,0.40048,1.3215,-0.12175,0.25567
213.03,24.94,267.54,166.05,213.89,0.094088,0.22657,0.5,1.5461,4.9758,-2.0052,1.5986,0.98991,3.0212,-1.38,0.4067,0.84066,2.3945,-1.9338,0.33575,0.54203,1.6167,-1.4512,0.24763,0.41205,1.3977,-1.0734,0.3075,0.46589,1.1552,-0.93935,0.07637,0.37853,0.91476,-0.8794,-0.057337,0.33229,0.96134,-0.7305,-0.024057,0.35393,1.013,-1.2705,0.13585,0.26561,0.61721,-0.7935,-0.094482,0.21842,0.65364,-0.52075,0.022588,0.27185,0.86325,-0.71341,0.12929,0.45236,1.5986,-0.094482,0.25703
250.25,28.895,321.78,183.97,246.38,0.049377,0.1772,0.52632,1.3072,4.182,-2.4555,1.1914,0.66632,2.0279,-1.6429,0.34853,0.78266,2.6851,-1.1462,0.66527,0.38846,1.6438,-1.0135,0.34752,0.42288,1.4158,-0.82814,0.24888,0.54514,1.2654,-1.8025,0.046437,0.41624,1.5741,-1.0325,0.15285,0.34445,0.6553,-0.93273,-0.082318,0.31999,1.1051,-0.77896,0.073398,0.28943,0.74465,-0.83631,-0.02456,0.24751,0.5853,-0.73252,0.0084236,0.23757,1.0036,-0.39627,0.18772,0.35749,1.1914,-0.082318,0.26363
269.87,44.998,671.47,193.75,263.66,0.088599,0.24499,0.44444,1.5952,5.0233,-2.7074,1.7098,0.97855,2.1317,-1.9035,0.18205,0.89619,2.4325,-1.8972,0.32129,0.53361,1.8391,-0.8223,0.44391,0.50139,1.4629,-1.0384,0.26253,0.62907,1.3346,-1.5715,-0.19829,0.32273,1.0848,-0.61542,0.22986,0.30377,0.45756,-0.96662,-0.20732,0.30689,1.2169,-0.5631,0.22544,0.33192,0.75451,-0.92247,-0.018936,0.32124,0.71798,-0.77443,0.071841,0.28753,1.0468,-0.36263,0.38329,0.49522,1.7098,-0.20732,0.28379
285.47,41.819,607.59,230.97,286.99,0.079348,0.29412,0.51948,1.3903,4.0882,-1.8727,1.7084,0.76976,1.9541,-1.661,0.22575,0.86136,2.4138,-1.4638,0.68038,0.69844,1.8044,-1.3964,0.11363,0.46854,1.454,-0.94663,0.26495,0.51656,1.1919,-1.1767,0.10387,0.26937,0.80246,-0.56853,0.21793,0.28369,0.69068,-0.88065,-0.061618,0.35747,1.0806,-0.76523,0.045994,0.29173,0.64024,-0.64839,-0.0053612,0.3086,0.68141,-0.74227,-0.0020243,0.26806,1.1371,-0.3136,0.34347,0.48583,1.7084,-0.061618,0.30294
278.83,58.316,417.56,195.37,264.5,0.041974,0.19186,0.30075,1.2535,3.4757,-2.2402,0.97603,0.75723,2.1129,-2.4934,0.30917,0.76005,2.2407,-1.3737,0.63278,0.50776,1.4288,-1.0038,0.11166,0.36287,1.3804,-0.50587,0.39848,0.37802,1.0424,-0.85636,0.29365,0.34895,1.1984,-0.90865,0.22637,0.25782,0.68681,-0.67228,0.047364,0.31669,1.095,-0.80352,0.12233,0.25644,0.87272,-0.6068,-0.083042,0.2731,0.73994,-0.82839,-0.060256,0.36111,1.1568,-0.70548,0.26903,0.29859,0.97603,-0.083042,0.2703
297.14,43.226,412.66,225.25,286.68,0.072408,0.26577,0.54054,1.8041,5.2382,-3.5734,1.046,0.61782,1.8763,-1.588,0.48043,0.75082,2.1981,-1.4371,0.87265,0.46165,1.5692,-0.66835,0.31079,0.51453,1.5517,-1.1424,0.028414,0.46299,1.4159,-0.90781,0.20495,0.34335,1.1376,-0.85082,0.25668,0.35977,0.70209,-1.3776,-0.091663,0.37682,0.68873,-1.2542,-0.0039217,0.29517,0.7247,-1.0578,-0.13447,0.43304,0.65355,-1.9791,-0.10181,0.41639,1.3519,-1.0642,0.1912,0.37963,1.046,-0.13447,0.25494
299.4,45.553,389.57,207.86,306.07,0.067046,0.22014,0.44944,1.2404,4.7383,-2.1014,1.6568,0.7893,2.1828,-1.9093,0.18427,0.67584,2.2914,-1.5092,0.6398,0.43625,1.3863,-0.74041,0.26527,0.39718,1.0953,-0.7344,0.19422,0.42964,1.144,-1.2205,0.078577,0.39285,0.90978,-1.14,0.096376,0.3771,0.8042,-1.7747,-0.092594,0.33933,0.96874,-0.89091,0.095128,0.29359,0.50222,-1.2789,-0.23772,0.28187,0.71546,-1.0628,0.045211,0.30602,0.74352,-1.2059,0.13002,0.48868,1.6568,-0.23772,0.25461
304.61,57.11,420.27,223.02,291.79,0.07399,0.28483,0.27972,1.1518,4.265,-1.9689,1.4834,0.81709,2.192,-2.241,0.43093,0.77366,2.6768,-1.1582,0.84205,0.46713,1.2769,-0.95809,0.27196,0.41318,1.0872,-0.97881,0.16004,0.42583,1.1818,-0.84698,0.2312,0.39457,1.1278,-1.0065,0.17423,0.39912,0.77294,-1.5124,-0.10733,0.32973,1.0619,-0.74776,0.12046,0.24158,0.60342,-0.89118,-0.19192,0.39521,0.79189,-1.6964,-0.053299,0.35874,1.009,-0.8849,0.18213,0.46032,1.4834,-0.19192,0.29532
279.51,36.341,360.31,214.69,274.48,0.15307,0.34,0.39024,1.0166,3.8872,-0.63075,1.9414,0.7326,2.8254,-1.181,0.58245,0.59275,2.5521,-0.59919,1.0706,0.58502,1.2694,-1.2219,0.15031,0.37589,1.5933,-0.22333,0.69208,0.4206,0.75486,-1.0722,-0.17022,0.32946,0.9437,-0.5901,0.14972,0.33941,0.82017,-0.83543,-0.056678,0.2595,0.7904,-0.68428,0.014287,0.23915,0.48701,-0.72773,-0.12544,0.25216,0.66531,-0.57745,0.18693,0.29991,0.70526,-1.0315,0.1047,0.61457,1.9414,-0.17022,0.37834
614.04,524.79,1645.6,104.95,554,0.054021,0.22145,0.2765,1.3972,4.0677,-3.4925,0.88954,0.66319,1.411,-1.801,-0.13241,0.48451,1.9236,-0.49827,0.63607,0.40322,1.7328,-0.44555,0.40025,0.34753,1.525,-0.25766,0.48475,0.37592,0.71896,-1.1952,-0.24656,0.3597,0.56206,-1.3193,-0.52454,0.30133,0.69442,-0.88024,-0.063846,0.27263,0.86676,-0.53534,0.114,0.26897,0.52757,-1.0856,-0.12956,0.22755,0.70259,-0.81234,0.064478,0.17789,0.72996,-0.20275,0.17082,0.40241,0.88954,-0.52454,0.13858
192.05,21.4,224.23,144.23,193,0.081567,0.24908,0.67511,1.616,4.24,-2.8921,0.90107,0.65606,1.9056,-1.8535,0.41963,0.79399,2.6842,-0.86505,0.79419,0.53347,1.2602,-1.5019,0.38296,0.35431,1.6464,-0.40853,0.40409,0.33351,0.96007,-0.58916,0.029503,0.24906,0.48078,-1.1059,-0.19306,0.28555,0.47748,-0.81144,-0.13257,0.28176,0.36022,-1.056,-0.23941,0.28478,0.83905,-0.57311,0.10744,0.19351,0.54165,-0.40929,0.066747,0.22821,0.82538,-0.50714,0.030768,0.37022,0.90107,-0.23941,0.21428
